Date,Close
2008-06-06,8745.3095703125
2008-06-09,8587.919921875
2008-06-10,8369.9599609375
2008-06-11,8345.5498046875
2008-06-12,8062.2724609375
2008-06-13,8105.55224609375
2008-06-16,8169.732421875
2008-06-17,8201.75
2008-06-18,8217.5400390625
2008-06-19,8047.70263671875
2008-06-20,7902.40283203125
2008-06-23,7876.45361328125
2008-06-24,7738.08447265625
2008-06-25,7855.0234375
2008-06-26,7811.76416015625
2008-06-27,7548.724609375
2008-06-30,7523.50537109375
2008-07-01,7407.94580078125
2008-07-02,7353.826171875
2008-07-03,7394.06591796875
2008-07-04,7228.376953125
2008-07-07,7341.076171875
2008-07-08,7051.818359375
2008-07-09,7048.21826171875
2008-07-10,7075.61767578125
2008-07-11,7244.7265625
2008-07-14,7156.92724609375
2008-07-15,6834.20849609375
2008-07-16,6710.60888671875
2008-07-17,6974.47802734375
2008-07-18,6815.28857421875
2008-07-21,7085.6376953125
2008-07-22,7065.6181640625
2008-07-23,7309.79638671875
2008-07-24,7368.04638671875
2008-07-25,7233.5869140625
2008-07-29,7014.4384765625
2008-07-30,7070.318359375
2008-07-31,7024.0283203125
2008-08-01,7002.50830078125
2008-08-04,6977.328125
2008-08-05,6813.36865234375
2008-08-06,7026.20849609375
2008-08-07,7024.54833984375
2008-08-08,7209.0068359375
2008-08-11,7325.58642578125
2008-08-12,7293.76611328125
2008-08-13,7292.30615234375
2008-08-14,7326.0361328125
2008-08-15,7196.466796875
2008-08-18,7000.70849609375
2008-08-19,6978.568359375
2008-08-20,7040.8681640625
2008-08-21,6918.4482421875
2008-08-22,6911.6083984375
2008-08-25,7030.6884765625
2008-08-26,6964.568359375
2008-08-27,7080.93798828125
2008-08-28,7033.33837890625
2008-08-29,7046.078125
2008-09-01,6813.05859375
2008-09-02,6699.78857421875
2008-09-03,6584.89990234375
2008-09-04,6412.60009765625
2008-09-05,6307.25048828125
2008-09-08,6658.6591796875
2008-09-09,6424.740234375
2008-09-10,6457.97998046875
2008-09-11,6251.9208984375
2008-09-12,6310.65087890625
2008-09-15,6052.42236328125
2008-09-16,5756.56396484375
2008-09-17,5800.84423828125
2008-09-18,5641.9248046875
2008-09-19,5970.3525390625
2008-09-22,6110.572265625
2008-09-23,6182.18115234375
2008-09-24,6132.572265625
2008-09-25,6060.80224609375
2008-09-26,5929.6025390625
2008-09-30,5719.25439453125
2008-10-01,5763.98388671875
2008-10-02,5703.69482421875
2008-10-03,5742.2041015625
2008-10-06,5505.67529296875
2008-10-07,5524.63525390625
2008-10-08,5206.3759765625
2008-10-09,5130.68603515625
2008-10-13,5020.41650390625
2008-10-14,5291.5361328125
2008-10-15,5246.23583984375
2008-10-16,5075.94677734375
2008-10-17,4960.376953125
2008-10-20,4931.8173828125
2008-10-21,4942.69775390625
2008-10-22,4862.5673828125
2008-10-23,4730.48828125
2008-10-24,4579.59912109375
2008-10-27,4366.85009765625
2008-10-28,4399.9501953125
2008-10-29,4406.5
2008-10-30,4683.619140625
2008-10-31,4870.6376953125
2008-11-03,4995.037109375
2008-11-04,4992.60693359375
2008-11-05,4978.23681640625
2008-11-06,4694.09912109375
2008-11-07,4742.30859375
2008-11-10,4740.24853515625
2008-11-11,4638.548828125
2008-11-12,4615.548828125
2008-11-13,4437.8095703125
2008-11-14,4452.6796875
2008-11-17,4439.779296875
2008-11-18,4305.16015625
2008-11-19,4284.06982421875
2008-11-20,4089.9111328125
2008-11-21,4171.080078125
2008-11-24,4160.52001953125
2008-11-25,4266.47021484375
2008-11-26,4271.77978515625
2008-11-27,4453.7294921875
2008-11-28,4460.4697265625
2008-12-01,4518.40966796875
2008-12-02,4356.9599609375
2008-12-03,4307.23974609375
2008-12-04,4254.93994140625
2008-12-05,4225.0498046875
2008-12-08,4418.31005859375
2008-12-09,4472.6396484375
2008-12-10,4658.84912109375
2008-12-11,4655.548828125
2008-12-12,4481.24951171875
2008-12-15,4613.69921875
2008-12-16,4616.869140625
2008-12-17,4647.9990234375
2008-12-18,4694.7890625
2008-12-19,4694.4990234375
2008-12-22,4535.51904296875
2008-12-23,4405.83984375
2008-12-24,4423.06982421875
2008-12-25,4413.43017578125
2008-12-26,4425.06005859375
2008-12-29,4416.14013671875
2008-12-30,4589.01904296875
2008-12-31,4591.19921875
2009-01-05,4698.2890625
2009-01-06,4727.23828125
2009-01-07,4789.81787109375
2009-01-08,4535.76904296875
2009-01-09,4502.7197265625
2009-01-12,4453.87939453125
2009-01-13,4532.3388671875
2009-01-14,4521.44970703125
2009-01-15,4320.75
2009-01-16,4353.68017578125
2009-01-19,4366.73974609375
2009-01-20,4242.58984375
2009-01-21,4247.9501953125
2009-02-02,4259.9599609375
2009-02-03,4372.7900390625
2009-02-04,4389.9501953125
2009-02-05,4363.22998046875
2009-02-06,4471.2294921875
2009-02-09,4494.5693359375
2009-02-10,4526.07958984375
2009-02-11,4575.92919921875
2009-02-12,4466.3994140625
2009-02-13,4592.47900390625
2009-02-16,4591.23876953125
2009-02-17,4491.75927734375
2009-02-18,4498.349609375
2009-02-19,4528.84912109375
2009-02-20,4436.919921875
2009-02-23,4477.75927734375
2009-02-24,4430.16015625
2009-02-25,4493.7197265625
2009-02-26,4518.53955078125
2009-02-27,4557.12890625
2009-03-02,4425.81005859375
2009-03-03,4435.31982421875
2009-03-04,4541.39892578125
2009-03-05,4637.17919921875
2009-03-06,4653.60888671875
2009-03-09,4628.21923828125
2009-03-10,4670.9990234375
2009-03-11,4759.9384765625
2009-03-12,4754.62841796875
2009-03-13,4897.36767578125
2009-03-16,4971.296875
2009-03-17,5041.36669921875
2009-03-18,5047.5166015625
2009-03-19,5035.90673828125
2009-03-20,4961.59716796875
2009-03-23,5124.15625
2009-03-24,5242.15625
2009-03-25,5346.35595703125
2009-03-26,5386.53564453125
2009-03-27,5390.67529296875
2009-03-30,5206.02587890625
2009-03-31,5210.81591796875
2009-04-02,5473.7548828125
2009-04-03,5529.60498046875
2009-04-06,5556.1953125
2009-04-07,5576.8251953125
2009-04-08,5443.53515625
2009-04-09,5667.7744140625
2009-04-10,5781.93408203125
2009-04-13,5857.61328125
2009-04-14,5892.6533203125
2009-04-15,5875.1630859375
2009-04-16,5997.14208984375
2009-04-17,5755.35400390625
2009-04-20,5781.63427734375
2009-04-21,5881.38330078125
2009-04-22,5886.0830078125
2009-04-23,5875.21337890625
2009-04-24,5880.7431640625
2009-04-27,5705.0244140625
2009-04-28,5596.70458984375
2009-04-29,5614.03466796875
2009-04-30,5992.5419921875
2009-05-04,6330.3701171875
2009-05-05,6379.91015625
2009-05-06,6566.669921875
2009-05-07,6572.83984375
2009-05-08,6583.83984375
2009-05-11,6647.46923828125
2009-05-12,6432.52001953125
2009-05-13,6485.1103515625
2009-05-14,6364.14013671875
2009-05-15,6489.0595703125
2009-05-18,6577.77978515625
2009-05-19,6655.55908203125
2009-05-20,6703.5888671875
2009-05-21,6718.77880859375
2009-05-22,6737.2587890625
2009-05-25,6734.4287109375
2009-05-26,6683.07861328125
2009-05-27,6890.408203125
2009-06-01,6954.068359375
2009-06-02,6949.04833984375
2009-06-03,6893.1083984375
2009-06-04,6786.02880859375
2009-06-05,6767.06884765625
2009-06-08,6627.9892578125
2009-06-09,6414.3603515625
2009-06-10,6462.240234375
2009-06-11,6567.33984375
2009-06-12,6448.2001953125
2009-06-15,6225.53125
2009-06-16,6220.78125
2009-06-17,6195.88134765625
2009-06-18,6144.5009765625
2009-06-19,6231.12109375
2009-06-22,6341.18017578125
2009-06-23,6197.44140625
2009-06-24,6380.05029296875
2009-06-25,6457.580078125
2009-06-26,6463.5302734375
2009-06-29,6391.1201171875
2009-06-30,6432.13037109375
2009-07-01,6578.93994140625
2009-07-02,6667.4990234375
2009-07-03,6665.369140625
2009-07-06,6649.87939453125
2009-07-07,6715.18896484375
2009-07-08,6668.109375
2009-07-09,6748.14892578125
2009-07-10,6769.82861328125
2009-07-13,6530.78955078125
2009-07-14,6639.37939453125
2009-07-15,6738.56884765625
2009-07-16,6780.2685546875
2009-07-17,6850.95849609375
2009-07-20,6938.828125
2009-07-21,6953.30810546875
2009-07-22,6985.2880859375
2009-07-23,6980.84814453125
2009-07-24,6973.248046875
2009-07-27,7028.3984375
2009-07-28,7142.59716796875
2009-07-29,7083.59765625
2009-07-30,7027.078125
2009-07-31,7077.677734375
2009-08-03,7056.67822265625
2009-08-04,6955.83837890625
2009-08-05,6848.20849609375
2009-08-06,6868.6181640625
2009-08-10,6882.83837890625
2009-08-11,6908.98828125
2009-08-12,6898.8681640625
2009-08-13,7034.92822265625
2009-08-14,7069.47802734375
2009-08-17,6931.76806640625
2009-08-18,6789.73876953125
2009-08-19,6788.548828125
2009-08-20,6733.19873046875
2009-08-21,6654.76904296875
2009-08-24,6838.21826171875
2009-08-25,6809.37890625
2009-08-26,6719.1787109375
2009-08-27,6690.71875
2009-08-28,6809.82861328125
2009-08-31,6825.9189453125
2009-09-01,7019.71826171875
2009-09-02,7039.73828125
2009-09-03,7104.61767578125
2009-09-04,7153.09716796875
2009-09-07,7224.556640625
2009-09-08,7313.95654296875
2009-09-09,7250.6865234375
2009-09-10,7332.04638671875
2009-09-11,7337.1064453125
2009-09-14,7256.91650390625
2009-09-15,7346.22607421875
2009-09-16,7440.2060546875
2009-09-17,7477.265625
2009-09-18,7526.51513671875
2009-09-21,7502.42578125
2009-09-22,7468.99560546875
2009-09-23,7376.7255859375
2009-09-24,7324.1865234375
2009-09-25,7345.1865234375
2009-09-28,7284.576171875
2009-09-29,7429.94580078125
2009-09-30,7509.1357421875
2009-10-01,7545.2548828125
2009-10-02,7411.845703125
2009-10-05,7437.94580078125
2009-10-06,7536.01513671875
2009-10-07,7608.625
2009-10-08,7503.27587890625
2009-10-09,7571.9248046875
2009-10-12,7599.8447265625
2009-10-13,7596.56494140625
2009-10-14,7695.71484375
2009-10-15,7710.36474609375
2009-10-16,7715.06494140625
2009-10-19,7751.2841796875
2009-10-20,7753.484375
2009-10-21,7701.46484375
2009-10-22,7607.89501953125
2009-10-23,7649.24462890625
2009-10-26,7668.36474609375
2009-10-27,7657.3046875
2009-10-28,7533.91552734375
2009-10-29,7355.65625
2009-10-30,7340.04638671875
2009-11-02,7335.146484375
2009-11-03,7322.896484375
2009-11-04,7467.005859375
2009-11-05,7417.42578125
2009-11-06,7463.015625
2009-11-09,7536.66552734375
2009-11-10,7593.455078125
2009-11-11,7668.02490234375
2009-11-12,7670.89501953125
2009-11-13,7665.5947265625
2009-11-16,7792.64453125
2009-11-17,7733.1748046875
2009-11-18,7766.654296875
2009-11-19,7759.9443359375
2009-11-20,7682.93505859375
2009-11-23,7687.11474609375
2009-11-24,7714.52490234375
2009-11-25,7756.2744140625
2009-11-26,7739.12451171875
2009-11-27,7490.8759765625
2009-11-30,7582.1748046875
2009-12-01,7649.19482421875
2009-12-02,7677.5849609375
2009-12-03,7684.634765625
2009-12-04,7650.875
2009-12-07,7775.6044921875
2009-12-08,7768.67431640625
2009-12-09,7797.38427734375
2009-12-10,7677.875
2009-12-11,7795.0341796875
2009-12-14,7819.09423828125
2009-12-15,7807.58447265625
2009-12-16,7751.564453125
2009-12-17,7742.13427734375
2009-12-18,7753.59423828125
2009-12-21,7787.234375
2009-12-22,7855.96337890625
2009-12-23,7901.462890625
2009-12-24,7963.5029296875
2009-12-25,7972.552734375
2009-12-28,8057.45263671875
2009-12-29,8053.79248046875
2009-12-30,8112.2421875
2009-12-31,8188.072265625
2010-01-04,8207.8095703125
2010-01-05,8211.3603515625
2010-01-06,8327.580078125
2010-01-07,8237.3798828125
2010-01-08,8280.8603515625
2010-01-11,8323.7802734375
2010-01-12,8309.330078125
2010-01-13,8196.51953125
2010-01-14,8289.9404296875
2010-01-15,8356.849609375
2010-01-18,8337.7802734375
2010-01-19,8248.9599609375
2010-01-20,8220.8896484375
2010-01-21,8127.83251953125
2010-01-22,7927.27294921875
2010-01-25,7872.95361328125
2010-01-26,7598.77490234375
2010-01-27,7559.99462890625
2010-01-28,7694.544921875
2010-01-29,7640.40478515625
2010-02-01,7524.63525390625
2010-02-02,7429.57568359375
2010-02-03,7547.94482421875
2010-02-04,7542.00537109375
2010-02-05,7217.796875
2010-02-08,7215.8466796875
2010-02-09,7361.00634765625
2010-02-10,7441.8056640625
2010-02-22,7560.0048828125
2010-02-23,7597.40478515625
2010-02-24,7529.63525390625
2010-02-25,7426.92578125
2010-02-26,7436.06591796875
2010-03-01,7577.71484375
2010-03-02,7597.5849609375
2010-03-03,7629.48486328125
2010-03-04,7569.7646484375
2010-03-05,7666.224609375
2010-03-08,7762.234375
2010-03-09,7770.55419921875
2010-03-10,7779.04443359375
2010-03-11,7749.62451171875
2010-03-12,7748.29443359375
2010-03-15,7634.884765625
2010-03-16,7695.5947265625
2010-03-17,7847.8037109375
2010-03-18,7886.302734375
2010-03-19,7897.873046875
2010-03-22,7835.94384765625
2010-03-23,7811.83447265625
2010-03-24,7822.673828125
2010-03-25,7838.06396484375
2010-03-26,7876.8232421875
2010-03-29,7947.4130859375
2010-03-30,7962.18310546875
2010-03-31,7920.02294921875
2010-04-01,8013.05224609375
2010-04-02,8025.892578125
2010-04-06,8089.6123046875
2010-04-07,8121.7421875
2010-04-08,8057.5625
2010-04-09,8091.9921875
2010-04-12,8117.71240234375
2010-04-13,8029.6923828125
2010-04-14,8097.09228515625
2010-04-15,8171.90234375
2010-04-16,8111.5322265625
2010-04-19,7854.18359375
2010-04-20,7900.3828125
2010-04-21,7990.4921875
2010-04-22,7978.65234375
2010-04-23,8004.8525390625
2010-04-26,8158.1025390625
2010-04-27,8146.40234375
2010-04-28,8081.51220703125
2010-04-29,8054.01220703125
2010-04-30,8004.21240234375
2010-05-03,7952.1328125
2010-05-04,7930.73291015625
2010-05-05,7696.86474609375
2010-05-06,7579.44482421875
2010-05-07,7567.06494140625
2010-05-10,7664.69482421875
2010-05-11,7608.40478515625
2010-05-12,7602.6650390625
2010-05-13,7770.5341796875
2010-05-14,7772.09423828125
2010-05-17,7598.68505859375
2010-05-18,7585.2646484375
2010-05-19,7559.125
2010-05-20,7424.39599609375
2010-05-21,7237.6767578125
2010-05-24,7322.6962890625
2010-05-25,7086.337890625
2010-05-26,7167.3173828125
2010-05-27,7243.126953125
2010-05-28,7295.2861328125
2010-05-31,7373.94580078125
2010-06-01,7289.29638671875
2010-06-02,7195.6767578125
2010-06-03,7360.24609375
2010-06-04,7344.55615234375
2010-06-07,7157.79736328125
2010-06-08,7151.95751953125
2010-06-09,7071.63818359375
2010-06-10,7181.73681640625
2010-06-11,7299.45654296875
2010-06-14,7387.36572265625
2010-06-15,7454.02587890625
2010-06-17,7515.7451171875
2010-06-18,7493.07568359375
2010-06-21,7635.52490234375
2010-06-22,7612.64501953125
2010-06-23,7582.11474609375
2010-06-24,7589.85498046875
2010-06-25,7474.67578125
2010-06-28,7500.755859375
2010-06-29,7423.53564453125
2010-06-30,7329.33642578125
2010-07-01,7254.0263671875
2010-07-02,7330.70654296875
2010-07-05,7439.92578125
2010-07-06,7548.44482421875
2010-07-07,7534.42529296875
2010-07-08,7608.81494140625
2010-07-09,7647.21484375
2010-07-12,7639.5146484375
2010-07-13,7597.384765625
2010-07-14,7714.474609375
2010-07-15,7704.48486328125
2010-07-16,7664.53466796875
2010-07-19,7649.794921875
2010-07-20,7711.99462890625
2010-07-21,7701.2548828125
2010-07-22,7666.3046875
2010-07-23,7761.1845703125
2010-07-26,7787.41455078125
2010-07-27,7747.97412109375
2010-07-28,7784.7744140625
2010-07-29,7798.95458984375
2010-07-30,7760.59423828125
2010-08-02,7911.64306640625
2010-08-03,7957.49267578125
2010-08-04,7972.623046875
2010-08-05,7936.81298828125
2010-08-06,7963.2626953125
2010-08-09,8034.45263671875
2010-08-10,7976.70263671875
2010-08-11,7894.99267578125
2010-08-12,7829.75390625
2010-08-13,7891.54296875
2010-08-16,7941.18310546875
2010-08-17,7931.052734375
2010-08-18,7924.06298828125
2010-08-19,7928.90283203125
2010-08-20,7927.27294921875
2010-08-23,7975.89306640625
2010-08-24,7940.60302734375
2010-08-25,7736.9443359375
2010-08-26,7689.705078125
2010-08-27,7722.875
2010-08-30,7741.16455078125
2010-08-31,7616.24462890625
2010-09-01,7668.21484375
2010-09-02,7720.78466796875
2010-09-03,7830.173828125
2010-09-06,7890.9130859375
2010-09-07,7884.36279296875
2010-09-08,7851.2734375
2010-09-09,7835.50390625
2010-09-10,7890.07275390625
2010-09-13,8091.26220703125
2010-09-14,8132.5625
2010-09-15,8163.7822265625
2010-09-16,8099.71240234375
2010-09-17,8158.29248046875
2010-09-20,8186.92236328125
2010-09-21,8196.3603515625
2010-09-23,8202.5
2010-09-24,8166.58251953125
2010-09-27,8191.50244140625
2010-09-28,8189.40234375
2010-09-29,8240.849609375
2010-09-30,8237.740234375
2010-10-01,8244.1396484375
2010-10-04,8246.0595703125
2010-10-05,8200.3896484375
2010-10-06,8283.990234375
2010-10-07,8283.8798828125
2010-10-08,8244.150390625
2010-10-11,8176.72216796875
2010-10-12,8090.1826171875
2010-10-13,8106.62255859375
2010-10-14,8215.41015625
2010-10-15,8205.259765625
2010-10-18,8060.50244140625
2010-10-19,8046.1923828125
2010-10-20,8124.58251953125
2010-10-21,8131.1923828125
2010-10-22,8168.0224609375
2010-10-25,8306.9404296875
2010-10-26,8343.1904296875
2010-10-27,8291.0
2010-10-28,8354.009765625
2010-10-29,8287.0498046875
2010-11-01,8379.7099609375
2010-11-02,8344.7197265625
2010-11-03,8293.8603515625
2010-11-04,8357.8095703125
2010-11-05,8449.2998046875
2010-11-08,8430.5400390625
2010-11-09,8445.58984375
2010-11-10,8450.58984375
2010-11-11,8436.91015625
2010-11-12,8316.009765625
2010-11-15,8240.6103515625
2010-11-16,8312.169921875
2010-11-17,8255.5
2010-11-18,8283.41015625
2010-11-19,8306.080078125
2010-11-22,8374.8701171875
2010-11-23,8328.58984375
2010-11-24,8297.009765625
2010-11-25,8349.9501953125
2010-11-26,8312.1103515625
2010-11-29,8367.1298828125
2010-11-30,8372.4404296875
2010-12-01,8520.0703125
2010-12-02,8585.7294921875
2010-12-03,8623.9697265625
2010-12-06,8702.1904296875
2010-12-07,8704.349609375
2010-12-08,8703.75
2010-12-09,8753.7998046875
2010-12-10,8718.7900390625
2010-12-13,8736.5498046875
2010-12-14,8740.3896484375
2010-12-15,8756.669921875
2010-12-16,8782.16015625
2010-12-17,8817.8603515625
2010-12-20,8768.6796875
2010-12-21,8827.75
2010-12-22,8860.4501953125
2010-12-23,8898.8291015625
2010-12-24,8861.0595703125
2010-12-27,8892.2685546875
2010-12-28,8870.7197265625
2010-12-29,8866.3095703125
2010-12-30,8907.869140625
2010-12-31,8972.458984375
2011-01-03,9025.2587890625
2011-01-04,8997.1494140625
2011-01-05,8846.26953125
2011-01-06,8883.1689453125
2011-01-07,8782.6796875
2011-01-10,8817.83984375
2011-01-11,8931.3193359375
2011-01-12,8964.958984375
2011-01-13,8975.5390625
2011-01-14,8972.46875
2011-01-17,8925.048828125
2011-01-18,8987.958984375
2011-01-19,9085.9775390625
2011-01-20,9022.12890625
2011-01-21,8954.3388671875
2011-01-24,8947.7490234375
2011-01-25,8991.3486328125
2011-01-26,9055.5478515625
2011-01-27,9102.2880859375
2011-01-28,9145.3076171875
2011-02-08,9111.41796875
2011-02-09,9006.779296875
2011-02-10,8836.51953125
2011-02-11,8609.8203125
2011-02-14,8685.4296875
2011-02-15,8721.8896484375
2011-02-16,8712.919921875
2011-02-17,8683.83984375
2011-02-18,8843.7998046875
2011-02-21,8839.1796875
2011-02-22,8673.6298828125
2011-02-23,8528.900390625
2011-02-24,8541.599609375
2011-02-25,8599.6103515625
2011-03-01,8727.51953125
2011-03-02,8619.8603515625
2011-03-03,8738.330078125
2011-03-04,8784.3603515625
2011-03-07,8713.75
2011-03-08,8747.7099609375
2011-03-09,8749.9794921875
2011-03-10,8642.8603515625
2011-03-11,8567.7802734375
2011-03-14,8519.9794921875
2011-03-15,8234.740234375
2011-03-16,8324.5400390625
2011-03-17,8282.650390625
2011-03-18,8394.7099609375
2011-03-21,8467.669921875
2011-03-22,8508.0
2011-03-23,8545.0400390625
2011-03-24,8576.3603515625
2011-03-25,8610.349609375
2011-03-28,8553.01953125
2011-03-29,8596.5302734375
2011-03-30,8646.26953125
2011-03-31,8683.259765625
2011-04-01,8705.08984375
2011-04-06,8851.9404296875
2011-04-07,8901.6787109375
2011-04-08,8894.4990234375
2011-04-11,8880.228515625
2011-04-12,8732.5498046875
2011-04-13,8780.16015625
2011-04-14,8802.6904296875
2011-04-15,8718.080078125
2011-04-18,8714.4404296875
2011-04-19,8638.509765625
2011-04-20,8813.240234375
2011-04-21,8957.609375
2011-04-22,8969.388671875
2011-04-25,8950.708984375
2011-04-26,8948.0986328125
2011-04-27,9049.208984375
2011-04-28,9040.728515625
2011-04-29,9007.8291015625
2011-05-03,8946.0390625
2011-05-04,8947.30859375
2011-05-05,9018.5693359375
2011-05-06,8977.189453125
2011-05-09,9035.439453125
2011-05-10,9023.2392578125
2011-05-11,9020.359375
2011-05-12,9033.638671875
2011-05-13,9006.5693359375
2011-05-16,8911.6689453125
